M_CD,UP_TIIME,POWER,TEMP,POWER_DIFF,TEMP_DIFF,POWER_5MAVG,TEMP_5MAVG,ERR_CD_5FUTURE
"1015",41,909,251,-1,0,-0.600000,0.000000,"0"
"1015",42,908,251,-1,0,-0.600000,0.000000,"0"
"1015",43,907,251,-1,0,-0.800000,0.000000,"0"
"1015",44,903,251,-4,0,-1.400000,-0.200000,"0"
"1015",45,901,251,-2,0,-1.800000,0.000000,"0"
"1015",46,901,251,0,0,-1.600000,0.000000,"0"
"1015",47,900,251,-1,0,-1.600000,0.000000,"0"
"1015",48,898,251,-2,0,-1.800000,0.000000,"0"
"1015",49,897,252,-1,1,-1.200000,0.200000,"0"
"1015",50,897,251,0,-1,-0.800000,0.000000,"0"
"1015",51,896,252,-1,1,-1.000000,0.200000,"0"
"1015",52,896,252,0,0,-0.800000,0.200000,"0"
"1015",53,896,251,0,-1,-0.400000,0.000000,"0"
"1015",54,891,252,-5,1,-1.200000,0.000000,"0"
"1015",55,890,251,-1,-1,-1.400000,0.000000,"0"
"1015",56,889,252,-1,1,-1.400000,0.000000,"0"
"1015",57,887,252,-2,0,-1.800000,0.000000,"0"
"1015",58,887,252,0,0,-1.800000,0.200000,"0"
"1015",59,887,252,0,0,-0.800000,0.000000,"0"
"1015",60,886,252,-1,0,-0.800000,0.200000,"0"
"1015",61,886,252,0,0,-0.600000,0.000000,"0"
"1015",62,885,251,-1,-1,-0.400000,-0.200000,"0"
"1015",63,884,252,-1,1,-0.600000,0.000000,"0"
"1015",64,882,252,-2,0,-1.000000,0.000000,"0"
"1015",65,880,252,-2,0,-1.200000,0.000000,"0"
"1015",66,879,251,-1,-1,-1.400000,-0.200000,"0"
"1015",67,877,252,-2,1,-1.600000,0.200000,"0"
"1015",68,877,252,0,0,-1.400000,0.000000,"0"
"1015",69,875,252,-2,0,-1.400000,0.000000,"0"
"1015",70,863,252,-12,0,-3.400000,0.000000,"0"
"1015",71,861,252,-2,0,-3.600000,0.200000,"0"
"1016",0,947,250,0,0,0.000000,0.000000,"0"
"1016",1,943,250,-4,0,0.000000,0.000000,"0"
"1016",2,942,250,-1,0,0.000000,0.000000,"0"
"1016",3,940,250,-2,0,0.000000,0.000000,"0"
"1016",4,939,250,-1,0,-1.600000,0.000000,"0"
"1016",5,939,250,0,0,-1.600000,0.000000,"0"
"1016",6,937,250,-2,0,-1.200000,0.000000,"0"
"1016",7,935,251,-2,1,-1.400000,0.200000,"0"
"1016",8,934,251,-1,0,-1.200000,0.200000,"0"
"1016",9,934,251,0,0,-1.000000,0.200000,"0"
"1016",10,934,250,0,-1,-1.000000,0.000000,"0"
"1016",11,933,251,-1,1,-0.800000,0.200000,"0"
"1016",12,933,250,0,-1,-0.400000,-0.200000,"0"
"1016",13,932,251,-1,1,-0.400000,0.000000,"0"
"1016",14,932,251,0,0,-0.400000,0.000000,"0"
"1016",15,932,251,0,0,-0.400000,0.200000,"0"
"1016",16,931,251,-1,0,-0.400000,0.000000,"0"
"1016",17,930,250,-1,-1,-0.600000,0.000000,"0"
"1016",18,930,250,0,0,-0.400000,-0.200000,"0"
"1016",19,929,250,-1,0,-0.600000,-0.200000,"0"
"1016",20,927,251,-2,1,-1.000000,0.000000,"0"
"1016",21,927,251,0,0,-0.800000,0.000000,"0"
"1016",22,927,250,0,-1,-0.600000,0.000000,"0"
"1016",23,926,251,-1,1,-0.800000,0.200000,"0"
"1016",24,925,251,-1,0,-0.800000,0.200000,"0"
"1016",25,925,251,0,0,-0.400000,0.000000,"0"
"1016",26,925,250,0,-1,-0.400000,-0.200000,"0"
"1016",27,923,251,-2,1,-0.800000,0.200000,"0"
"1016",28,923,250,0,-1,-0.600000,-0.200000,"0"
"1016",29,922,251,-1,1,-0.600000,0.000000,"0"
"1016",30,920,252,-2,1,-1.000000,0.200000,"0"
"1016",31,920,251,0,-1,-1.000000,0.200000,"0"
"1016",32,920,251,0,0,-0.600000,0.000000,"0"
"1016",33,920,250,0,-1,-0.600000,0.000000,"0"
"1016",34,920,250,0,0,-0.400000,-0.200000,"0"
"1016",35,919,251,-1,1,-0.200000,-0.200000,"0"
"1016",36,919,251,0,0,-0.200000,0.000000,"0"
"1016",37,919,250,0,-1,-0.200000,-0.200000,"0"
"1016",38,916,251,-3,1,-0.800000,0.200000,"0"
"1016",39,916,251,0,0,-0.800000,0.200000,"0"
"1016",40,916,251,0,0,-0.600000,0.000000,"0"
"1016",41,914,252,-2,1,-1.000000,0.200000,"0"
"1016",42,914,251,0,-1,-1.000000,0.200000,"0"
"1016",43,911,251,-3,0,-1.000000,0.000000,"0"
"1016",44,909,251,-2,0,-1.400000,0.000000,"0"
"1016",45,908,252,-1,1,-1.600000,0.200000,"0"
"1016",46,908,251,0,-1,-1.200000,-0.200000,"0"
"1016",47,907,251,-1,0,-1.400000,0.000000,"0"
"1016",48,907,251,0,0,-0.800000,0.000000,"0"
"1016",49,907,251,0,0,-0.400000,0.000000,"0"
"1016",50,906,252,-1,1,-0.400000,0.000000,"0"
"1016",51,905,251,-1,-1,-0.600000,0.000000,"0"
"1016",52,903,251,-2,0,-0.800000,0.000000,"0"
"1016",53,902,251,-1,0,-1.000000,0.000000,"0"
"1016",54,900,252,-2,1,-1.400000,0.200000,"0"
"1016",55,900,252,0,0,-1.200000,0.000000,"0"
"1016",56,892,252,-8,0,-2.600000,0.200000,"0"
"1016",57,892,252,0,0,-2.200000,0.200000,"0"
"1016",58,892,252,0,0,-2.000000,0.200000,"0"
"1016",59,885,252,-7,0,-3.000000,0.000000,"0"
"1016",60,883,252,-2,0,-3.400000,0.000000,"0"
"1016",61,883,252,0,0,-1.800000,0.000000,"0"
"1016",62,883,252,0,0,-1.800000,0.000000,"0"
"1016",63,881,252,-2,0,-2.200000,0.000000,"0"
"1016",64,878,252,-3,0,-1.400000,0.000000,"0"
"1016",65,878,252,0,0,-1.000000,0.000000,"0"
"1016",66,878,252,0,0,-1.000000,0.000000,"0"
"1016",67,877,252,-1,0,-1.200000,0.000000,"0"
"1016",68,870,252,-7,0,-2.200000,0.000000,"0"
"1017",0,947,250,0,0,0.000000,0.000000,"0"
"1017",1,942,250,-5,0,0.000000,0.000000,"0"
"1017",2,941,250,-1,0,0.000000,0.000000,"0"
"1017",3,940,250,-1,0,0.000000,0.000000,"0"
"1017",4,938,251,-2,1,-1.800000,0.200000,"0"
"1017",5,935,251,-3,0,-2.400000,0.200000,"0"
"1017",6,935,250,0,-1,-1.400000,0.000000,"0"
"1017",7,934,250,-1,0,-1.400000,0.000000,"0"
"1017",8,933,250,-1,0,-1.400000,0.000000,"0"
"1017",9,933,250,0,0,-1.000000,-0.200000,"0"
"1017",10,933,250,0,0,-0.400000,-0.200000,"0"
"1017",11,933,250,0,0,-0.400000,0.000000,"0"
"1017",12,933,250,0,0,-0.200000,0.000000,"0"
"1017",13,932,251,-1,1,-0.200000,0.200000,"0"
"1017",14,930,251,-2,0,-0.600000,0.200000,"0"
"1017",15,930,250,0,-1,-0.600000,0.000000,"0"
"1017",16,926,251,-4,1,-1.400000,0.200000,"0"
"1017",17,925,251,-1,0,-1.600000,0.200000,"0"
"1017",18,924,251,-1,0,-1.600000,0.000000,"0"
"1017",19,924,251,0,0,-1.200000,0.000000,"0"
"1017",20,924,251,0,0,-1.200000,0.200000,"0"
"1017",21,924,251,0,0,-0.400000,0.000000,"0"
"1017",22,923,251,-1,0,-0.400000,0.000000,"0"
"1017",23,923,251,0,0,-0.200000,0.000000,"0"
"1017",24,923,251,0,0,-0.200000,0.000000,"0"
"1017",25,922,251,-1,0,-0.400000,0.000000,"0"
"1017",26,921,251,-1,0,-0.600000,0.000000,"0"
"1017",27,921,250,0,-1,-0.400000,-0.200000,"0"
"1017",28,920,251,-1,1,-0.600000,0.000000,"0"
"1017",29,919,251,-1,0,-0.800000,0.000000,"0"
"1017",30,918,251,-1,0,-0.800000,0.000000,"0"
"1017",31,917,251,-1,0,-0.800000,0.000000,"0"
"1017",32,916,251,-1,0,-1.000000,0.200000,"0"
"1017",33,915,251,-1,0,-1.000000,0.000000,"0"
"1017",34,915,251,0,0,-0.800000,0.000000,"0"
"1017",35,914,251,-1,0,-0.800000,0.000000,"0"
"1017",36,914,251,0,0,-0.600000,0.000000,"0"
"1017",37,914,251,0,0,-0.400000,0.000000,"0"
"1017",38,913,251,-1,0,-0.400000,0.000000,"0"
"1017",39,912,252,-1,1,-0.600000,0.200000,"0"
"1017",40,912,251,0,-1,-0.400000,0.000000,"0"
"1017",41,909,251,-3,0,-1.000000,0.000000,"0"
"1017",42,907,252,-2,1,-1.400000,0.200000,"0"
"1017",43,907,251,0,-1,-1.200000,0.000000,"0"
"1017",44,906,251,-1,0,-1.200000,-0.200000,"0"
"1017",45,906,251,0,0,-1.200000,0.000000,"0"
"1017",46,906,251,0,0,-0.600000,0.000000,"0"
"1017",47,905,252,-1,1,-0.400000,0.000000,"0"
"1017",48,904,251,-1,-1,-0.600000,0.000000,"0"
"1017",49,904,251,0,0,-0.400000,0.000000,"0"
"1017",50,902,251,-2,0,-0.800000,0.000000,"0"
"1017",51,902,251,0,0,-0.800000,0.000000,"0"
"1017",52,901,251,-1,0,-0.800000,-0.200000,"0"
"1017",53,900,252,-1,1,-0.800000,0.200000,"0"
"1017",54,900,251,0,-1,-0.800000,0.000000,"0"
"1017",55,899,252,-1,1,-0.600000,0.200000,"0"
"1017",56,899,251,0,-1,-0.600000,0.000000,"0"
"1017",57,897,252,-2,1,-0.800000,0.200000,"0"
"1017",58,897,252,0,0,-0.600000,0.000000,"0"
"1017",59,893,251,-4,-1,-1.400000,0.000000,"0"
"1017",60,893,251,0,0,-1.200000,-0.200000,"0"
"1017",61,892,252,-1,1,-1.400000,0.200000,"0"
"1017",62,890,251,-2,-1,-1.400000,-0.200000,"0"
"1017",63,886,252,-4,1,-2.200000,0.000000,"0"
"1017",64,885,251,-1,-1,-1.600000,0.000000,"0"
"1017",65,882,252,-3,1,-2.200000,0.200000,"0"
"1017",66,882,252,0,0,-2.000000,0.000000,"0"
"1017",67,878,252,-4,0,-2.400000,0.200000,"0"
"1017",68,877,252,-1,0,-1.800000,0.000000,"0"
"1017",69,876,251,-1,-1,-1.800000,0.000000,"0"
"1017",70,874,252,-2,1,-1.600000,0.000000,"0"
"1017",71,867,252,-7,0,-3.000000,0.000000,"0"
"1017",72,866,252,-1,0,-2.400000,0.000000,"0"
"1018",0,948,250,0,0,0.000000,0.000000,"0"
"1018",1,945,250,-3,0,0.000000,0.000000,"0"
"1018",2,944,250,-1,0,0.000000,0.000000,"0"
"1018",3,944,250,0,0,0.000000,0.000000,"0"
"1018",4,941,251,-3,1,-1.400000,0.200000,"0"
"1018",5,940,250,-1,-1,-1.600000,0.000000,"0"
"1018",6,938,251,-2,1,-1.400000,0.200000,"0"
"1018",7,938,250,0,-1,-1.200000,0.000000,"0"
"1018",8,937,251,-1,1,-1.400000,0.200000,"0"
"1018",9,936,251,-1,0,-1.000000,0.000000,"0"
"1018",10,935,251,-1,0,-1.000000,0.200000,"0"
"1018",11,935,250,0,-1,-0.600000,-0.200000,"0"
"1018",12,935,250,0,0,-0.600000,0.000000,"0"
"1018",13,934,251,-1,1,-0.600000,0.000000,"0"
"1018",14,934,250,0,-1,-0.400000,-0.200000,"0"
"1018",15,932,251,-2,1,-0.600000,0.000000,"0"
"1018",16,932,251,0,0,-0.600000,0.200000,"0"
"1018",17,930,250,-2,-1,-1.000000,0.000000,"0"
"1018",18,928,251,-2,1,-1.200000,0.000000,"0"
"1018",19,927,250,-1,-1,-1.400000,0.000000,"0"
"1018",20,926,251,-1,1,-1.200000,0.000000,"0"
"1018",21,926,251,0,0,-1.200000,0.000000,"0"
"1018",22,923,251,-3,0,-1.400000,0.200000,"0"
"1018",23,923,251,0,0,-1.000000,0.000000,"0"
"1018",24,919,251,-4,0,-1.600000,0.200000,"0"
"1018",25,919,251,0,0,-1.400000,0.000000,"0"
"1018",26,918,251,-1,0,-1.600000,0.000000,"0"
"1018",27,918,251,0,0,-1.000000,0.000000,"0"
"1018",28,917,251,-1,0,-1.200000,0.000000,"0"
"1018",29,913,251,-4,0,-1.200000,0.000000,"0"
"1018",30,913,250,0,-1,-1.200000,-0.200000,"0"
"1018",31,912,252,-1,2,-1.200000,0.200000,"0"
"1018",32,911,251,-1,-1,-1.400000,0.000000,"0"
"1018",33,910,252,-1,1,-1.400000,0.200000,"0"
"1018",34,910,251,0,-1,-0.600000,0.000000,"0"
"1018",35,909,251,-1,0,-0.800000,0.200000,"0"
"1018",36,908,252,-1,1,-0.800000,0.000000,"0"
"1018",37,907,251,-1,-1,-0.800000,0.000000,"0"
"1018",38,907,251,0,0,-0.600000,-0.200000,"0"
"1018",39,907,251,0,0,-0.600000,0.000000,"0"
"1018",40,906,251,-1,0,-0.600000,0.000000,"0"
"1018",41,906,251,0,0,-0.400000,-0.200000,"0"
"1018",42,905,251,-1,0,-0.400000,0.000000,"0"
"1018",43,904,251,-1,0,-0.600000,0.000000,"0"
"1018",44,903,251,-1,0,-0.800000,0.000000,"0"
"1018",45,903,251,0,0,-0.600000,0.000000,"0"
"1018",46,899,251,-4,0,-1.400000,0.000000,"0"
"1018",47,897,252,-2,1,-1.600000,0.200000,"0"
"1018",48,897,251,0,-1,-1.400000,0.000000,"0"
"1018",49,897,251,0,0,-1.200000,0.000000,"0"
"1018",50,895,251,-2,0,-1.600000,0.000000,"0"
"1018",51,894,251,-1,0,-1.000000,0.000000,"0"
"1018",52,893,251,-1,0,-0.800000,-0.200000,"0"
"1018",53,892,252,-1,1,-1.000000,0.200000,"0"
"1018",54,891,252,-1,0,-1.200000,0.200000,"0"
"1018",55,891,252,0,0,-0.800000,0.200000,"0"
"1018",56,890,252,-1,0,-0.800000,0.200000,"0"
"1018",57,890,252,0,0,-0.600000,0.200000,"0"
"1018",58,889,252,-1,0,-0.600000,0.000000,"0"
"1018",59,885,251,-4,-1,-1.200000,-0.200000,"0"
"1018",60,884,251,-1,0,-1.400000,-0.200000,"0"
"1018",61,883,251,-1,0,-1.400000,-0.200000,"0"
"1018",62,882,251,-1,0,-1.600000,-0.200000,"0"
"1018",63,876,251,-6,0,-2.600000,-0.200000,"0"
"1018",64,873,252,-3,1,-2.400000,0.200000,"0"
"1018",65,872,252,-1,0,-2.400000,0.200000,"0"
"1018",66,870,252,-2,0,-2.600000,0.200000,"0"
"1019",0,946,250,0,0,0.000000,0.000000,"0"
"1019",1,942,250,-4,0,0.000000,0.000000,"0"
"1019",2,942,250,0,0,0.000000,0.000000,"0"
"1019",3,942,250,0,0,0.000000,0.000000,"0"
"1019",4,940,250,-2,0,-1.200000,0.000000,"0"
"1019",5,939,250,-1,0,-1.400000,0.000000,"0"
"1019",6,938,250,-1,0,-0.800000,0.000000,"0"
"1019",7,937,251,-1,1,-1.000000,0.200000,"0"
"1019",8,937,250,0,-1,-1.000000,0.000000,"0"
"1019",9,937,250,0,0,-0.600000,0.000000,"0"
"1019",10,936,250,-1,0,-0.600000,0.000000,"0"
"1019",11,936,250,0,0,-0.400000,0.000000,"0"
"1019",12,934,251,-2,1,-0.600000,0.000000,"0"
"1019",13,934,250,0,-1,-0.600000,0.000000,"0"
"1019",14,933,250,-1,0,-0.800000,0.000000,"0"
"1019",15,932,250,-1,0,-0.800000,0.000000,"0"
"1019",16,932,250,0,0,-0.800000,0.000000,"0"
"1019",17,932,250,0,0,-0.400000,-0.200000,"0"
"1019",18,931,250,-1,0,-0.600000,0.000000,"0"
"1019",19,931,250,0,0,-0.400000,0.000000,"0"
"1019",20,930,251,-1,1,-0.400000,0.200000,"0"
"1019",21,929,251,-1,0,-0.600000,0.200000,"0"
"1019",22,929,251,0,0,-0.600000,0.200000,"0"
"1019",23,927,252,-2,1,-0.800000,0.400000,"0"
"1019",24,927,251,0,-1,-0.800000,0.200000,"0"
"1019",25,926,251,-1,0,-0.800000,0.000000,"0"
"1019",26,926,250,0,-1,-0.600000,-0.200000,"0"
"1019",27,925,251,-1,1,-0.800000,0.000000,"0"
"1019",28,924,251,-1,0,-0.600000,-0.200000,"0"
"1019",29,920,251,-4,0,-1.400000,0.000000,"0"
"1019",30,919,251,-1,0,-1.400000,0.000000,"0"
"1019",31,916,251,-3,0,-2.000000,0.200000,"0"
"1019",32,916,251,0,0,-1.800000,0.000000,"0"
"1019",33,916,250,0,-1,-1.600000,-0.200000,"0"
"1019",34,915,251,-1,1,-1.000000,0.000000,"0"
"1019",35,910,251,-5,0,-1.800000,0.000000,"0"
"1019",36,909,251,-1,0,-1.400000,0.000000,"0"
"1019",37,908,251,-1,0,-1.600000,0.000000,"0"
"1019",38,908,251,0,0,-1.600000,0.200000,"0"
"1019",39,905,251,-3,0,-2.000000,0.000000,"0"
"1019",40,904,251,-1,0,-1.200000,0.000000,"0"
"1019",41,903,251,-1,0,-1.200000,0.000000,"0"
"1019",42,903,251,0,0,-1.000000,0.000000,"0"
"1019",43,902,252,-1,1,-1.200000,0.200000,"0"
"1019",44,902,251,0,-1,-0.600000,0.000000,"0"
"1019",45,900,251,-2,0,-0.800000,0.000000,"0"
"1019",46,900,251,0,0,-0.600000,0.000000,"0"
"1019",47,899,252,-1,1,-0.800000,0.200000,"0"
"1019",48,897,252,-2,0,-1.000000,0.000000,"0"
"1019",49,897,251,0,-1,-1.000000,0.000000,"0"
"1019",50,897,251,0,0,-0.600000,0.000000,"0"
"1019",51,897,251,0,0,-0.600000,0.000000,"0"
"1019",52,896,251,-1,0,-0.600000,-0.200000,"0"
"1019",53,895,252,-1,1,-0.400000,0.000000,"0"
"1019",54,894,251,-1,-1,-0.600000,0.000000,"0"
"1019",55,891,252,-3,1,-1.200000,0.200000,"0"
"1019",56,890,252,-1,0,-1.400000,0.200000,"0"
"1019",57,886,252,-4,0,-2.000000,0.200000,"0"
"1019",58,885,252,-1,0,-2.000000,0.000000,"0"
"1019",59,884,252,-1,0,-2.000000,0.200000,"0"
"1019",60,880,252,-4,0,-2.200000,0.000000,"0"
"1019",61,878,251,-2,-1,-2.400000,-0.200000,"0"
"1019",62,877,252,-1,1,-1.800000,0.000000,"0"
"1019",63,876,252,-1,0,-1.800000,0.000000,"0"
"1019",64,875,252,-1,0,-1.800000,0.000000,"0"
"1019",65,873,251,-2,-1,-1.400000,-0.200000,"0"
"1019",66,871,252,-2,1,-1.400000,0.200000,"0"
"1020",0,946,250,0,0,0.000000,0.000000,"0"
"1020",1,942,251,-4,1,0.000000,0.000000,"0"
"1020",2,941,250,-1,-1,0.000000,0.000000,"0"
"1020",3,939,250,-2,0,0.000000,0.000000,"0"
"1020",4,939,250,0,0,-1.400000,0.000000,"0"
"1020",5,938,250,-1,0,-1.600000,0.000000,"0"
"1020",6,938,250,0,0,-0.800000,-0.200000,"0"
"1020",7,938,250,0,0,-0.600000,0.000000,"0"
"1020",8,937,250,-1,0,-0.400000,0.000000,"0"
"1020",9,936,251,-1,1,-0.600000,0.200000,"0"
"1020",10,936,251,0,0,-0.400000,0.200000,"0"
"1020",11,935,251,-1,0,-0.600000,0.200000,"0"
"1020",12,935,251,0,0,-0.600000,0.200000,"0"
"1020",13,935,251,0,0,-0.400000,0.200000,"0"
"1020",14,934,251,-1,0,-0.400000,0.000000,"0"
"1020",15,934,251,0,0,-0.400000,0.000000,"0"
"1020",16,934,250,0,-1,-0.200000,-0.200000,"0"
"1020",17,933,251,-1,1,-0.400000,0.000000,"0"
"1020",18,933,251,0,0,-0.400000,0.000000,"0"
"1020",19,933,251,0,0,-0.200000,0.000000,"0"
"1020",20,933,251,0,0,-0.200000,0.000000,"0"
"1020",21,933,250,0,-1,-0.200000,0.000000,"0"
"1020",22,933,250,0,0,0.000000,-0.200000,"0"
"1020",23,932,250,-1,0,-0.200000,-0.200000,"0"
"1020",24,931,251,-1,1,-0.400000,0.000000,"0"
"1020",25,931,250,0,-1,-0.400000,-0.200000,"0"
"1020",26,930,251,-1,1,-0.600000,0.200000,"0"
"1020",27,930,251,0,0,-0.600000,0.200000,"0"
"1020",28,928,251,-2,0,-0.800000,0.200000,"0"
"1020",29,927,251,-1,0,-0.800000,0.000000,"0"
"1020",30,927,251,0,0,-0.800000,0.200000,"0"
"1020",31,927,251,0,0,-0.600000,0.000000,"0"
"1020",32,927,251,0,0,-0.600000,0.000000,"0"
"1020",33,927,251,0,0,-0.200000,0.000000,"0"
"1020",34,925,251,-2,0,-0.400000,0.000000,"0"
"1020",35,925,250,0,-1,-0.400000,-0.200000,"0"
"1020",36,924,250,-1,0,-0.600000,-0.200000,"0"
"1020",37,923,250,-1,0,-0.800000,-0.200000,"0"
"1020",38,921,251,-2,1,-1.200000,0.000000,"0"
"1020",39,921,250,0,-1,-0.800000,-0.200000,"0"
"1020",40,920,252,-1,2,-1.000000,0.400000,"0"
"1020",41,920,251,0,-1,-0.800000,0.200000,"0"
"1020",42,919,251,-1,0,-0.800000,0.200000,"0"
"1020",43,918,251,-1,0,-0.600000,0.000000,"0"
"1020",44,918,251,0,0,-0.600000,0.200000,"0"
"1020",45,918,251,0,0,-0.400000,-0.200000,"0"
"1020",46,916,251,-2,0,-0.800000,0.000000,"0"
"1020",47,915,251,-1,0,-0.800000,0.000000,"0"
"1020",48,915,251,0,0,-0.600000,0.000000,"0"
"1020",49,914,251,-1,0,-0.800000,0.000000,"0"
"1020",50,912,251,-2,0,-1.200000,0.000000,"0"
"1020",51,911,252,-1,1,-1.000000,0.200000,"0"
"1020",52,910,251,-1,-1,-1.000000,0.000000,"0"
"1020",53,910,251,0,0,-1.000000,0.000000,"0"
"1020",54,910,251,0,0,-0.800000,0.000000,"0"
"1020",55,909,251,-1,0,-0.600000,0.000000,"0"
"1020",56,908,251,-1,0,-0.600000,-0.200000,"0"
"1020",57,906,251,-2,0,-0.800000,0.000000,"0"
"1020",58,904,252,-2,1,-1.200000,0.200000,"0"
"1020",59,904,251,0,-1,-1.200000,0.000000,"0"
"1020",60,903,251,-1,0,-1.200000,0.000000,"0"
"1020",61,902,251,-1,0,-1.200000,0.000000,"0"
"1020",62,902,251,0,0,-0.800000,0.000000,"0"
"1020",63,902,251,0,0,-0.400000,-0.200000,"0"
"1020",64,902,251,0,0,-0.400000,0.000000,"0"
"1020",65,901,251,-1,0,-0.400000,0.000000,"0"
"1020",66,901,251,0,0,-0.200000,0.000000,"0"
"1020",67,900,251,-1,0,-0.400000,0.000000,"0"
"1020",68,899,252,-1,1,-0.600000,0.200000,"0"
"1020",69,899,251,0,-1,-0.600000,0.000000,"0"
"1020",70,898,251,-1,0,-0.600000,0.000000,"0"
"1020",71,896,252,-2,1,-1.000000,0.200000,"0"
"1020",72,896,251,0,-1,-0.800000,0.000000,"0"
"1020",73,895,251,-1,0,-0.800000,-0.200000,"0"
"1020",74,893,251,-2,0,-1.200000,0.000000,"0"
"1020",75,893,251,0,0,-1.000000,0.000000,"0"
"1020",76,890,252,-3,1,-1.200000,0.000000,"0"
"1020",77,888,251,-2,-1,-1.600000,0.000000,"0"
"1020",78,888,251,0,0,-1.400000,0.000000,"0"
"1020",79,887,252,-1,1,-1.200000,0.200000,"0"
"1020",80,887,252,0,0,-1.200000,0.200000,"0"
"1020",81,887,251,0,-1,-0.600000,-0.200000,"0"
"1020",82,886,252,-1,1,-0.400000,0.200000,"0"
"1020",83,886,252,0,0,-0.400000,0.200000,"0"
"1020",84,885,252,-1,0,-0.400000,0.000000,"0"
"1020",85,883,251,-2,-1,-0.800000,-0.200000,"0"
"1020",86,878,252,-5,1,-1.800000,0.200000,"0"
"1020",87,874,252,-4,0,-2.400000,0.000000,"0"
"1020",88,873,252,-1,0,-2.600000,0.000000,"0"
"1020",89,872,251,-1,-1,-2.600000,-0.200000,"0"
"1020",90,871,252,-1,1,-2.400000,0.200000,"0"
"1020",91,868,251,-3,-1,-2.000000,-0.200000,"0"
"1020",92,861,252,-7,1,-2.600000,0.000000,"0"
"1021",0,947,250,0,0,0.000000,0.000000,"0"
"1021",1,944,250,-3,0,0.000000,0.000000,"0"
"1021",2,943,250,-1,0,0.000000,0.000000,"0"
"1021",3,943,250,0,0,0.000000,0.000000,"0"
"1021",4,943,250,0,0,-0.800000,0.000000,"0"
"1021",5,943,250,0,0,-0.800000,0.000000,"0"
"1021",6,942,250,-1,0,-0.400000,0.000000,"0"
"1021",7,941,250,-1,0,-0.400000,0.000000,"0"
"1021",8,940,250,-1,0,-0.600000,0.000000,"0"
"1021",9,940,250,0,0,-0.600000,0.000000,"0"
"1021",10,939,251,-1,1,-0.800000,0.200000,"0"
"1021",11,939,250,0,-1,-0.600000,0.000000,"0"
"1021",12,937,251,-2,1,-0.800000,0.200000,"0"
"1021",13,937,250,0,-1,-0.600000,0.000000,"0"
"1021",14,936,251,-1,1,-0.800000,0.200000,"0"
"1021",15,936,250,0,-1,-0.600000,-0.200000,"0"
"1021",16,935,250,-1,0,-0.800000,0.000000,"0"
"1021",17,934,251,-1,1,-0.600000,0.000000,"0"
"1021",18,933,251,-1,0,-0.800000,0.200000,"0"
"1021",19,933,250,0,-1,-0.600000,-0.200000,"0"
"1021",20,932,251,-1,1,-0.800000,0.200000,"0"
"1021",21,932,251,0,0,-0.600000,0.200000,"0"
"1021",22,931,250,-1,-1,-0.600000,-0.200000,"0"
"1021",23,930,250,-1,0,-0.600000,-0.200000,"0"
"1021",24,930,250,0,0,-0.600000,0.000000,"0"
"1021",25,929,251,-1,1,-0.600000,0.000000,"0"
"1021",26,928,251,-1,0,-0.800000,0.000000,"0"
"1021",27,928,251,0,0,-0.600000,0.200000,"0"
"1021",28,928,251,0,0,-0.400000,0.200000,"0"
"1021",29,928,250,0,-1,-0.400000,0.000000,"0"
"1021",30,927,250,-1,0,-0.400000,-0.200000,"0"
"1021",31,926,251,-1,1,-0.400000,0.000000,"0"
"1021",32,926,251,0,0,-0.400000,0.000000,"0"
"1021",33,925,251,-1,0,-0.600000,0.000000,"0"
"1021",34,925,251,0,0,-0.600000,0.200000,"0"
"1021",35,925,251,0,0,-0.400000,0.200000,"0"
"1021",36,925,250,0,-1,-0.200000,-0.200000,"0"
"1021",37,924,251,-1,1,-0.400000,0.000000,"0"
"1021",38,924,251,0,0,-0.200000,0.000000,"0"
"1021",39,923,251,-1,0,-0.400000,0.000000,"0"
"1021",40,922,252,-1,1,-0.600000,0.200000,"0"
"1021",41,920,251,-2,-1,-1.000000,0.200000,"0"
"1021",42,920,250,0,-1,-0.800000,-0.200000,"0"
"1021",43,918,251,-2,1,-1.200000,0.000000,"0"
"1021",44,918,251,0,0,-1.000000,0.000000,"0"
"1021",45,917,251,-1,0,-1.000000,-0.200000,"0"
"1021",46,916,251,-1,0,-0.800000,0.000000,"0"
"1021",47,915,252,-1,1,-1.000000,0.400000,"0"
"1021",48,915,250,0,-2,-0.600000,-0.200000,"0"
"1021",49,914,251,-1,1,-0.800000,0.000000,"0"
"1021",50,910,251,-4,0,-1.400000,0.000000,"0"
"1021",51,904,251,-6,0,-2.400000,0.000000,"0"
"1021",52,903,251,-1,0,-2.400000,-0.200000,"0"
"1021",53,902,251,-1,0,-2.600000,0.200000,"0"
"1021",54,901,252,-1,1,-2.600000,0.200000,"0"
"1021",55,901,251,0,-1,-1.800000,0.000000,"0"
"1021",56,901,251,0,0,-0.600000,0.000000,"0"
"1021",57,899,251,-2,0,-0.800000,0.000000,"0"
"1021",58,898,252,-1,1,-0.800000,0.200000,"0"
"1021",59,898,251,0,-1,-0.600000,-0.200000,"0"
"1021",60,895,252,-3,1,-1.200000,0.200000,"0"
"1021",61,893,251,-2,-1,-1.600000,0.000000,"0"
"1021",62,892,252,-1,1,-1.400000,0.200000,"0"
"1021",63,892,251,0,-1,-1.200000,-0.200000,"0"
"1021",64,891,252,-1,1,-1.400000,0.200000,"0"
